employee_id,age,gender,marital_status,attrition,business_travel,over_time,distance_from_home,education_level,job_level,num_companies_worked,total_working_years,years_at_company,years_in_current_role,years_since_last_promotion,years_with_curr_manager,training_times_last_year,department_id,job_role_id,education_field_id
758,23,Male,Married,No,Travel_Rarely,No,9,1,1,1,5,4,3,0,2,2,2,3,4
760,39,Female,Married,No,Travel_Rarely,No,3,3,2,9,12,8,3,3,6,3,1,2,1
762,56,Male,Married,No,Travel_Rarely,No,9,3,4,7,30,10,7,1,1,1,2,1,4
763,40,Female,Single,No,Travel_Rarely,Yes,2,1,1,0,5,4,2,2,3,2,2,7,4
764,27,Female,Single,No,Travel_Rarely,No,7,3,2,8,9,7,6,0,7,2,2,1,4
766,29,Male,Divorced,No,Travel_Rarely,No,10,3,1,1,2,2,2,2,2,2,3,9,3
769,53,Male,Single,No,Travel_Rarely,No,6,3,2,2,19,2,2,2,2,4,2,3,2
771,35,Female,Divorced,No,Non-Travel,No,2,4,2,2,16,1,0,0,0,2,2,1,2
772,32,Male,Married,No,Travel_Frequently,No,24,4,2,1,10,10,8,4,7,2,2,3,2
773,38,Male,Married,No,Travel_Rarely,Yes,2,5,1,6,6,1,0,0,1,0,2,7,4
775,34,Female,Divorced,No,Travel_Rarely,No,8,5,2,3,7,0,0,0,0,3,2,5,2
776,52,Male,Married,No,Travel_Rarely,No,3,4,4,1,34,34,6,1,16,3,3,4,3
780,33,Male,Single,Yes,Travel_Rarely,Yes,1,4,1,1,10,10,9,7,8,2,2,7,5
781,25,Female,Single,No,Travel_Rarely,No,26,1,2,1,6,6,5,1,4,5,3,8,4
783,45,Male,Single,No,Travel_Rarely,No,2,2,2,0,9,8,7,3,1,3,3,9,6
784,23,Male,Single,No,Travel_Rarely,No,10,1,1,1,2,2,2,0,2,3,2,7,4
785,47,Female,Single,Yes,Travel_Frequently,Yes,27,2,2,4,8,5,4,1,3,2,3,8,2
786,34,Male,Single,No,Travel_Rarely,No,2,3,2,1,6,6,5,1,4,5,3,8,5
787,55,Male,Married,Yes,Travel_Rarely,Yes,2,3,5,5,24,5,2,1,4,2,2,4,4
789,36,Male,Single,No,Non-Travel,No,8,4,3,1,10,10,7,0,9,1,3,8,2
791,52,Male,Married,No,Non-Travel,No,19,4,1,0,5,4,3,1,2,3,2,7,4
792,26,Female,Divorced,No,Travel_Frequently,No,1,2,1,3,5,2,2,2,0,2,2,3,2
793,29,Female,Married,No,Travel_Rarely,No,27,3,2,4,11,8,7,1,1,3,2,1,4
796,26,Male,Single,Yes,Travel_Rarely,No,8,3,2,6,6,4,3,1,2,2,3,8,6
797,34,Female,Single,No,Travel_Rarely,No,1,4,1,2,10,4,2,1,3,2,2,7,2
799,54,Female,Divorced,No,Travel_Rarely,Yes,19,4,2,9,9,5,3,1,4,4,2,5,4
800,27,Male,Married,No,Travel_Frequently,No,8,1,2,0,5,4,2,1,1,3,3,8,3
802,37,Female,Divorced,No,Travel_Rarely,Yes,10,1,1,0,6,5,3,4,3,3,2,7,2
803,38,Female,Single,No,Travel_Frequently,Yes,2,4,2,6,17,15,7,4,12,2,2,5,2
804,34,Female,Single,No,Travel_Rarely,No,2,4,1,1,6,6,5,1,3,3,2,7,4
805,35,Female,Married,No,Travel_Rarely,No,8,4,1,1,3,3,2,0,2,1,3,9,2
806,30,Male,Married,No,Travel_Rarely,No,1,3,1,3,7,2,2,0,2,2,2,3,2
807,40,Female,Married,No,Travel_Frequently,No,2,2,2,1,8,8,7,3,7,2,2,1,4
808,34,Female,Married,No,Travel_Rarely,No,8,2,2,5,6,3,2,1,2,1,3,8,2
809,42,Male,Divorced,No,Travel_Frequently,No,8,3,5,1,24,24,7,14,9,4,2,4,2
811,23,Male,Married,Yes,Travel_Rarely,Yes,6,3,1,1,1,0,0,0,0,2,2,3,2
812,24,Male,Divorced,No,Non-Travel,No,9,3,1,1,1,1,0,0,0,4,2,3,2
813,52,Female,Married,No,Travel_Rarely,No,11,4,2,8,9,5,2,1,4,3,2,3,2
815,50,Male,Married,No,Travel_Rarely,No,2,3,4,5,30,4,3,0,3,3,2,6,4
816,29,Female,Married,Yes,Travel_Rarely,Yes,1,2,1,1,1,1,0,0,0,1,2,3,2
817,33,Male,Married,No,Travel_Rarely,No,7,3,3,0,14,13,9,3,7,3,2,6,4
819,33,Female,Single,Yes,Travel_Rarely,No,16,3,2,5,6,3,2,0,2,3,3,8,3
820,47,Female,Married,No,Travel_Rarely,Yes,2,2,4,1,26,26,14,3,0,3,2,4,5
823,36,Female,Married,No,Travel_Rarely,No,1,3,2,0,10,9,7,0,5,2,2,5,5
824,29,Male,Married,No,Travel_Rarely,No,23,2,1,1,10,10,7,0,7,3,2,7,2
825,58,Male,Single,Yes,Travel_Rarely,Yes,2,4,5,7,40,31,15,13,8,2,2,6,2
826,35,Female,Single,No,Travel_Rarely,No,1,4,1,3,7,2,2,2,2,0,2,7,2
827,42,Female,Married,No,Travel_Rarely,Yes,1,2,2,9,8,4,3,0,2,4,2,5,2
828,28,Male,Single,Yes,Travel_Rarely,No,2,4,1,6,5,2,2,2,1,3,2,7,4
829,36,Male,Married,No,Travel_Rarely,No,13,3,1,4,8,5,2,0,4,2,1,2,1
830,32,Female,Married,No,Travel_Rarely,No,4,3,2,1,14,14,13,6,8,3,2,5,2
832,40,Male,Single,No,Travel_Frequently,No,16,4,2,6,10,1,0,0,0,6,2,3,4
833,30,Female,Single,No,Travel_Rarely,Yes,2,3,2,5,12,0,0,0,0,4,2,5,4
834,45,Female,Single,No,Travel_Rarely,No,2,3,1,1,1,1,0,0,0,3,2,7,2
836,42,Male,Married,No,Travel_Rarely,No,29,3,2,1,10,9,8,7,8,3,2,5,2
837,38,Male,Divorced,No,Travel_Frequently,No,12,3,2,2,13,4,3,1,2,3,2,1,2
838,34,Female,Single,No,Travel_Frequently,No,16,4,1,1,6,5,2,1,3,3,2,7,2
840,49,Female,Married,Yes,Travel_Rarely,No,11,3,3,1,9,9,8,7,7,3,3,8,3
842,55,Male,Single,Yes,Travel_Rarely,No,2,1,2,4,12,9,7,7,3,3,3,8,4
843,43,Male,Married,No,Travel_Rarely,No,14,2,4,6,22,4,1,1,0,3,2,6,2
844,27,Male,Divorced,No,Travel_Rarely,Yes,5,1,3,1,9,9,8,0,8,3,2,6,6
845,35,Male,Single,No,Travel_Rarely,No,7,3,3,3,17,8,5,1,6,3,2,5,5
846,28,Female,Married,No,Travel_Rarely,Yes,2,4,2,1,8,8,7,7,5,2,3,8,3
847,34,Male,Married,No,Travel_Rarely,No,3,2,1,0,4,3,2,0,2,1,1,2,1
848,26,Female,Married,Yes,Travel_Frequently,Yes,5,2,1,1,8,8,7,1,7,2,2,7,4
850,27,Male,Married,No,Non-Travel,No,3,3,1,1,0,0,0,0,0,6,2,7,4
851,51,Female,Married,No,Travel_Rarely,No,26,4,4,2,29,20,6,4,17,2,3,4,3
852,44,Male,Single,No,Travel_Rarely,No,4,3,2,9,10,5,2,2,3,2,2,1,4
854,25,Male,Single,No,Travel_Rarely,No,2,1,1,7,6,4,3,0,1,3,2,7,4
855,33,Male,Divorced,No,Travel_Rarely,No,1,3,2,1,9,9,8,0,8,5,3,8,4
856,35,Female,Single,No,Travel_Rarely,No,27,1,1,1,6,6,5,1,1,3,2,7,4
857,36,Male,Married,No,Travel_Rarely,Yes,1,2,2,1,18,18,14,4,11,1,3,8,2
859,32,Male,Divorced,No,Travel_Rarely,No,13,4,2,2,8,5,2,0,3,3,3,8,2
861,30,Male,Divorced,No,Travel_Frequently,No,5,4,1,9,10,5,4,0,3,3,2,7,2
862,53,Female,Married,No,Travel_Rarely,Yes,7,2,3,7,35,5,2,0,4,3,3,8,3
864,45,Male,Divorced,No,Travel_Rarely,Yes,9,3,3,4,18,5,4,0,2,2,3,8,3
865,32,Female,Married,No,Travel_Rarely,No,8,2,2,5,9,5,3,1,3,3,2,7,4
867,52,Female,Married,No,Travel_Frequently,No,25,4,4,3,31,9,8,0,0,3,2,5,4
868,37,Male,Divorced,No,Travel_Rarely,No,16,4,2,4,9,1,0,0,0,2,3,8,3
869,28,Male,Divorced,No,Travel_Rarely,No,8,2,1,1,6,5,1,0,4,6,1,2,4
872,22,Male,Married,No,Travel_Rarely,No,1,2,2,6,4,2,2,2,2,2,2,5,2
874,44,Male,Married,No,Travel_Rarely,Yes,8,4,1,2,10,3,2,0,2,2,2,3,2
875,42,Male,Single,No,Travel_Frequently,Yes,2,1,1,5,8,2,1,2,2,2,2,7,4
878,36,Male,Married,No,Travel_Rarely,No,8,3,1,0,6,5,4,0,3,3,1,2,2
879,25,Male,Married,No,Travel_Rarely,Yes,3,1,2,1,5,5,3,0,3,3,3,8,5
880,35,Female,Married,No,Travel_Rarely,Yes,9,3,3,1,17,17,14,5,15,2,2,5,2
881,35,Female,Divorced,Yes,Travel_Frequently,Yes,25,4,1,1,10,10,2,7,8,3,2,7,2
882,32,Male,Divorced,No,Non-Travel,No,1,3,1,0,4,3,0,0,2,2,2,3,2
885,25,Male,Married,No,Travel_Rarely,No,4,1,2,1,5,5,2,0,3,1,3,8,3
887,49,Female,Married,No,Travel_Rarely,No,1,3,1,2,7,4,2,0,2,2,2,7,6
888,24,Male,Married,No,Non-Travel,No,4,1,1,0,6,5,2,3,4,2,2,3,2
889,32,Male,Married,No,Travel_Frequently,No,5,2,2,1,10,10,8,5,3,3,3,8,2
893,38,Male,Married,No,Travel_Rarely,No,9,3,1,0,3,2,2,1,2,3,3,9,3
894,42,Female,Married,No,Travel_Rarely,Yes,3,3,2,2,17,5,3,1,3,1,2,3,2
895,31,Male,Married,No,Travel_Rarely,Yes,11,4,1,3,8,6,4,0,2,2,2,7,2
896,29,Female,Divorced,Yes,Travel_Rarely,Yes,1,3,1,6,5,3,2,0,2,3,3,9,4
897,53,Male,Married,No,Travel_Rarely,No,8,3,4,5,28,2,0,2,2,3,3,8,3
899,35,Male,Married,No,Travel_Rarely,No,25,3,3,3,16,13,10,4,8,2,2,5,6
900,37,Female,Married,No,Travel_Frequently,No,21,2,1,5,10,5,4,0,0,3,3,9,4
901,53,Female,Single,No,Travel_Rarely,No,23,4,4,6,33,12,9,3,8,0,2,6,2
902,43,Female,Married,No,Travel_Frequently,No,1,3,2,4,12,5,2,2,2,2,2,1,2
903,47,Female,Married,No,Travel_Rarely,Yes,2,2,2,0,8,7,6,7,7,2,3,8,3
904,37,Male,Single,No,Non-Travel,Yes,19,2,3,1,10,10,0,0,9,2,3,8,4
905,50,Male,Divorced,No,Non-Travel,No,2,4,4,1,31,31,6,14,7,3,2,4,2
909,39,Female,Married,No,Travel_Rarely,No,2,3,2,8,13,5,4,0,4,2,1,2,2
910,33,Male,Divorced,No,Travel_Rarely,Yes,3,2,1,3,7,4,3,0,3,4,1,2,1
911,32,Male,Single,Yes,Travel_Rarely,Yes,25,4,1,1,1,1,0,0,1,2,2,3,2
912,29,Female,Divorced,No,Travel_Rarely,No,7,1,1,6,8,4,3,0,3,5,2,3,4
913,44,Male,Married,No,Travel_Rarely,Yes,9,2,1,1,8,8,7,7,1,0,2,7,2
916,28,Male,Single,No,Travel_Rarely,No,5,4,2,1,4,4,2,0,2,3,3,8,4
918,58,Male,Divorced,Yes,Travel_Frequently,Yes,2,1,1,9,3,1,0,0,0,3,2,3,2
920,43,Female,Divorced,No,Travel_Rarely,No,8,3,2,4,4,1,0,0,0,2,2,5,2
922,20,Female,Single,Yes,Travel_Rarely,No,2,3,1,1,2,2,2,0,2,3,3,9,4
923,21,Female,Single,Yes,Travel_Rarely,No,18,1,1,1,1,1,0,0,0,3,2,7,5
924,36,Male,Married,No,Travel_Rarely,Yes,14,1,2,0,17,16,8,4,11,2,2,1,2
925,47,Female,Single,No,Travel_Rarely,Yes,2,4,1,1,3,3,2,1,2,3,3,9,2
926,22,Female,Married,Yes,Travel_Rarely,Yes,3,1,2,0,4,3,2,0,2,3,2,5,2
927,41,Female,Divorced,Yes,Travel_Rarely,Yes,2,4,1,4,10,7,7,1,0,1,2,3,2
930,28,Female,Divorced,No,Travel_Rarely,No,9,3,1,5,6,2,2,2,2,2,2,7,4
932,39,Male,Married,Yes,Travel_Rarely,Yes,6,3,1,7,8,2,2,2,2,2,2,3,4
933,27,Female,Single,No,Travel_Rarely,No,4,3,1,1,1,1,1,0,0,2,2,7,2
934,34,Male,Divorced,No,Travel_Rarely,No,10,3,1,1,1,1,0,1,0,3,2,3,2
936,42,Female,Single,No,Travel_Rarely,No,14,2,2,7,10,5,4,0,3,6,3,8,4
939,33,Male,Single,No,Travel_Rarely,Yes,1,4,1,3,6,3,2,0,2,1,2,7,5
940,58,Female,Divorced,No,Travel_Rarely,Yes,5,3,3,2,24,6,0,0,4,3,2,1,6
941,31,Male,Married,No,Travel_Rarely,No,7,4,1,3,13,7,7,5,2,2,3,9,2
942,35,Female,Married,No,Travel_Rarely,Yes,21,1,2,1,10,10,6,0,7,2,2,1,2
944,49,Female,Married,No,Travel_Rarely,No,8,2,3,4,29,26,9,1,7,3,2,3,5
945,48,Male,Married,No,Travel_Rarely,No,20,4,1,4,13,0,0,0,0,2,2,7,4
947,31,Female,Married,No,Non-Travel,No,20,2,2,1,9,9,8,0,0,2,3,8,3
949,36,Male,Single,No,Travel_Rarely,No,7,4,1,2,8,6,2,0,1,6,2,7,5
950,38,Female,Married,No,Travel_Rarely,No,1,3,3,1,15,15,12,5,11,3,2,6,6
951,32,Female,Married,No,Non-Travel,No,1,3,1,6,5,3,0,0,2,3,2,3,2
952,25,Male,Married,Yes,Travel_Rarely,Yes,19,2,1,1,1,1,0,0,0,2,3,9,3
954,40,Male,Divorced,No,Travel_Rarely,No,10,4,3,2,11,1,0,0,0,2,3,8,3
956,26,Male,Single,No,Travel_Frequently,No,1,3,2,1,7,7,7,0,7,2,3,8,4
957,41,Male,Single,No,Travel_Rarely,Yes,6,3,1,2,20,18,13,2,17,3,2,3,4
958,36,Male,Single,No,Travel_Rarely,No,2,4,1,4,16,11,8,3,9,6,2,3,4
959,19,Male,Single,Yes,Travel_Rarely,Yes,21,3,1,1,1,1,0,0,0,3,3,9,5
960,20,Male,Single,Yes,Travel_Rarely,No,4,3,1,1,1,1,0,0,0,2,2,3,6
961,31,Female,Married,No,Travel_Rarely,Yes,12,3,2,0,10,9,7,8,5,2,2,1,4
964,40,Male,Divorced,No,Travel_Frequently,Yes,9,4,1,8,3,1,1,0,0,2,2,7,4
966,32,Female,Married,No,Travel_Rarely,No,3,4,2,1,8,8,7,6,3,2,2,5,4
967,36,Male,Married,Yes,Travel_Rarely,Yes,3,1,3,1,16,16,7,3,7,6,3,8,2
969,33,Female,Single,No,Travel_Rarely,No,1,3,2,0,6,5,0,1,4,3,2,1,2
970,37,Male,Married,Yes,Travel_Rarely,No,1,4,3,5,17,14,1,11,7,2,3,8,2
972,45,Male,Married,No,Non-Travel,No,4,2,2,1,9,9,7,0,8,5,2,3,2
974,29,Female,Married,No,Travel_Frequently,No,20,3,1,1,3,3,1,0,2,5,3,9,6
975,35,Female,Married,No,Travel_Rarely,No,18,3,2,1,5,5,2,1,0,3,3,8,4
976,52,Male,Married,No,Travel_Rarely,No,1,2,4,2,26,9,8,7,8,2,2,4,2
977,58,Male,Single,Yes,Travel_Rarely,No,2,3,1,4,7,1,0,0,0,4,2,7,6
981,53,Male,Divorced,No,Travel_Rarely,No,2,2,4,6,22,17,13,15,2,3,3,4,4
982,30,Male,Divorced,No,Travel_Rarely,No,8,2,3,5,10,8,4,7,7,2,3,8,5
983,38,Female,Single,No,Non-Travel,Yes,10,3,2,1,6,5,3,1,3,1,3,8,6
984,35,Male,Divorced,No,Travel_Rarely,No,3,4,3,6,12,10,9,0,8,2,3,8,2
985,39,Male,Single,No,Travel_Rarely,No,2,5,3,0,9,8,7,0,7,3,3,8,2
986,40,Female,Single,Yes,Non-Travel,Yes,24,3,4,4,22,1,0,0,0,2,3,8,2
987,47,Male,Divorced,No,Travel_Frequently,Yes,16,4,2,1,20,19,10,2,7,3,2,5,4
990,36,Male,Divorced,No,Non-Travel,No,8,4,2,4,12,7,7,0,7,3,3,8,6
991,31,Male,Single,Yes,Non-Travel,Yes,9,2,1,0,4,3,2,1,2,0,2,7,4
992,33,Male,Single,No,Non-Travel,No,17,3,4,1,10,10,8,6,0,2,3,4,2
994,29,Female,Single,Yes,Travel_Rarely,Yes,10,3,1,6,3,0,0,0,0,5,2,7,2
995,33,Female,Single,No,Travel_Rarely,No,13,1,1,3,5,3,2,0,2,4,2,7,2
996,45,Female,Divorced,No,Travel_Rarely,No,1,4,1,3,8,5,3,0,2,2,2,3,4
997,50,Male,Divorced,No,Travel_Rarely,No,1,2,4,9,32,5,4,1,3,1,2,6,4
998,33,Female,Married,No,Travel_Frequently,Yes,1,4,2,1,6,6,5,1,2,2,2,1,5
999,41,Male,Divorced,No,Travel_Frequently,No,9,3,5,2,21,18,16,0,11,2,2,6,4
1001,27,Female,Married,No,Travel_Rarely,No,16,4,1,9,4,2,2,2,2,2,2,3,6
1002,45,Male,Married,No,Non-Travel,Yes,23,2,2,1,9,9,8,0,8,2,2,3,2
1003,47,Female,Single,No,Travel_Rarely,Yes,4,2,2,1,9,9,0,0,7,0,3,8,2
1004,30,Female,Married,Yes,Travel_Rarely,Yes,22,3,1,4,7,5,2,0,1,2,2,7,2
1005,50,Male,Married,No,Travel_Rarely,Yes,24,3,4,3,22,12,11,1,5,2,2,5,2
1006,38,Male,Married,No,Travel_Frequently,No,10,1,1,0,3,2,1,0,2,0,2,7,4
1007,46,Male,Divorced,No,Travel_Rarely,No,7,2,3,6,13,8,7,0,7,3,2,5,4
1009,24,Female,Divorced,No,Travel_Rarely,No,17,1,2,1,5,4,2,3,2,6,2,5,4
1010,35,Male,Divorced,Yes,Travel_Rarely,Yes,14,4,1,1,5,4,2,0,2,2,2,3,5
1011,31,Female,Married,No,Travel_Frequently,No,1,1,2,1,4,4,3,0,3,1,2,5,2
1012,18,Male,Single,No,Non-Travel,No,5,2,1,1,0,0,0,0,0,2,2,7,2
1013,54,Female,Married,No,Travel_Rarely,No,17,3,3,8,22,10,7,0,8,2,2,5,6
1014,35,Female,Divorced,No,Travel_Rarely,Yes,25,4,3,1,16,16,10,10,1,3,2,1,4
1015,30,Female,Married,No,Travel_Rarely,Yes,8,2,3,0,9,8,7,1,7,4,2,6,2
1016,20,Female,Single,Yes,Travel_Rarely,Yes,11,3,1,1,1,1,0,0,0,2,2,7,4
1017,30,Female,Single,Yes,Travel_Frequently,No,5,3,1,0,4,3,2,1,2,3,2,3,4
1018,26,Male,Married,No,Travel_Rarely,No,2,2,2,1,8,8,7,1,3,2,2,5,4
1019,22,Male,Married,No,Travel_Rarely,No,8,1,1,1,4,4,3,1,1,3,2,3,2
1022,48,Male,Single,No,Travel_Rarely,No,6,3,2,2,19,2,2,2,2,0,2,1,2
1024,48,Male,Single,No,Travel_Rarely,No,4,4,3,7,27,15,11,4,8,3,2,1,2
1025,41,Female,Single,No,Travel_Rarely,No,7,2,2,6,8,2,2,2,1,6,2,5,4
1026,39,Female,Married,No,Travel_Rarely,No,1,1,4,1,21,21,6,11,8,3,2,5,2
1027,27,Female,Married,No,Travel_Rarely,No,2,4,2,0,4,3,2,2,2,2,2,5,2
1028,35,Male,Divorced,No,Travel_Rarely,No,10,3,1,1,3,3,2,1,2,4,2,3,5
1029,42,Male,Married,No,Travel_Rarely,No,5,2,5,6,21,1,0,0,0,3,3,4,3
1030,50,Male,Married,No,Travel_Rarely,No,9,3,1,4,8,1,0,0,0,5,2,3,2
1032,59,Female,Single,No,Travel_Rarely,Yes,2,3,4,3,30,5,3,4,3,4,2,5,2
1033,37,Female,Married,Yes,Travel_Rarely,No,11,2,2,5,15,1,0,0,0,2,2,1,4
1034,55,Male,Married,No,Travel_Frequently,Yes,18,4,2,3,17,8,7,6,7,3,2,1,4
1035,41,Female,Divorced,No,Non-Travel,No,7,1,5,1,21,21,16,5,10,3,2,6,2
1036,38,Male,Single,No,Travel_Rarely,Yes,3,4,2,8,19,1,0,0,0,1,3,8,2
1037,26,Male,Single,Yes,Non-Travel,No,29,2,2,8,7,2,2,2,2,6,3,8,4
1038,52,Female,Married,Yes,Travel_Rarely,No,2,1,5,1,33,32,14,6,9,3,3,4,3
1039,44,Female,Married,No,Travel_Rarely,Yes,28,3,4,3,23,12,11,11,11,2,3,8,4
1040,50,Female,Married,No,Non-Travel,No,1,3,2,0,19,18,7,0,13,3,3,8,2
1042,36,Female,Single,Yes,Travel_Rarely,No,16,4,1,1,18,17,13,15,14,1,2,3,2
1043,39,Female,Single,No,Travel_Frequently,Yes,22,3,3,1,21,21,6,2,8,2,2,5,4
1044,33,Female,Single,No,Non-Travel,No,8,1,1,0,3,2,2,2,2,2,3,9,2
1045,45,Female,Married,No,Travel_Rarely,No,11,2,4,3,26,9,3,1,1,4,3,4,2
1046,32,Female,Single,No,Non-Travel,No,29,4,1,9,10,8,7,7,7,2,2,3,4
1047,34,Male,Divorced,No,Travel_Rarely,No,1,4,2,0,16,15,1,0,9,2,3,8,3
1048,59,Male,Married,No,Travel_Rarely,Yes,1,2,3,3,14,6,4,0,4,1,3,4,6
1049,45,Male,Single,No,Travel_Rarely,No,24,4,1,1,6,6,3,0,4,3,1,2,4
1050,53,Female,Married,No,Travel_Frequently,No,2,3,3,2,30,15,7,6,12,2,3,8,3
1052,36,Male,Divorced,Yes,Travel_Rarely,No,15,3,2,7,9,1,0,0,0,3,2,3,5
1053,26,Male,Married,Yes,Travel_Frequently,Yes,2,3,1,6,6,3,2,1,2,2,2,7,2
1055,34,Female,Married,No,Travel_Rarely,Yes,10,4,1,1,1,1,1,0,0,2,3,9,2
1056,28,Male,Married,No,Travel_Rarely,No,10,1,1,1,1,1,0,0,0,5,3,9,4
1060,38,Male,Married,No,Travel_Frequently,No,3,4,1,3,8,2,2,2,2,2,2,7,5
1061,50,Male,Married,No,Travel_Rarely,Yes,2,4,5,2,29,8,1,7,7,2,2,6,4
1062,37,Female,Single,No,Travel_Rarely,No,3,3,2,3,8,4,3,0,1,3,2,1,5
1066,40,Male,Married,No,Travel_Rarely,No,26,3,2,1,8,7,7,7,5,3,3,8,3
1068,26,Female,Divorced,No,Travel_Frequently,No,1,1,1,1,5,5,3,1,3,5,2,7,4
1069,46,Male,Divorced,No,Travel_Rarely,No,1,4,5,9,23,2,2,2,2,0,2,6,4
1070,54,Female,Married,No,Travel_Rarely,No,2,4,3,6,13,9,4,7,0,4,3,8,2
1071,56,Female,Married,No,Travel_Frequently,No,9,3,1,2,18,5,4,0,3,4,2,7,4
1073,36,Female,Single,No,Travel_Rarely,No,12,5,3,0,15,14,8,7,8,2,2,5,4
1074,55,Male,Single,No,Non-Travel,No,2,1,4,7,31,9,7,6,2,3,2,4,4
1076,43,Male,Divorced,No,Travel_Rarely,No,25,3,3,5,18,1,0,0,0,5,3,8,4
1077,20,Female,Single,Yes,Travel_Frequently,Yes,9,3,1,1,2,2,2,0,2,3,3,9,3
1079,21,Female,Single,Yes,Travel_Rarely,No,10,3,1,1,1,1,0,1,0,6,2,3,2
1080,46,Female,Divorced,No,Travel_Rarely,Yes,8,4,2,8,19,16,13,1,7,2,2,7,2
1081,51,Male,Married,Yes,Travel_Rarely,Yes,4,4,1,9,18,10,0,2,7,2,2,7,2
1082,28,Male,Single,Yes,Non-Travel,No,24,2,3,1,10,10,7,1,9,2,2,1,6
1083,26,Male,Married,No,Travel_Rarely,No,1,2,1,1,6,5,3,1,3,2,2,3,4
1084,30,Male,Married,No,Travel_Rarely,No,20,3,2,0,7,6,2,0,2,1,2,5,5
1085,41,Female,Married,No,Travel_Rarely,No,7,2,1,1,10,10,6,0,8,3,2,7,6
1088,38,Female,Married,No,Travel_Rarely,No,17,1,3,0,20,19,9,1,9,4,2,1,2
1092,40,Male,Married,No,Travel_Rarely,No,20,4,3,4,14,11,10,11,1,6,2,1,6
1094,27,Male,Married,No,Non-Travel,No,8,5,1,1,3,3,2,1,2,4,2,3,2
1096,55,Male,Married,No,Travel_Frequently,No,2,1,3,3,23,3,2,1,2,4,2,5,2
1097,28,Female,Single,No,Travel_Rarely,No,10,3,2,3,10,8,7,1,7,4,2,7,5
1098,44,Male,Married,Yes,Travel_Rarely,No,1,2,3,9,24,20,6,3,6,1,1,2,4
1099,33,Male,Divorced,No,Travel_Rarely,No,5,3,3,4,9,3,2,1,2,2,2,1,2
1100,35,Male,Single,Yes,Travel_Rarely,Yes,4,3,3,0,9,8,7,4,7,2,3,8,6
1101,33,Female,Single,Yes,Travel_Frequently,No,29,4,2,1,14,13,7,3,8,4,2,7,4
1102,28,Male,Divorced,No,Travel_Rarely,No,15,2,1,1,4,4,2,2,2,5,2,3,2
1103,34,Male,Single,No,Travel_Frequently,No,3,1,2,0,7,6,2,0,4,1,2,1,2
1105,37,Female,Divorced,No,Travel_Rarely,Yes,10,4,2,2,8,1,0,0,0,5,3,8,2
1106,25,Male,Married,Yes,Travel_Rarely,Yes,4,1,1,1,7,7,7,5,6,3,2,3,6
1107,26,Male,Divorced,Yes,Travel_Rarely,No,21,3,1,1,1,1,1,0,0,0,2,3,4
1108,33,Male,Single,Yes,Travel_Rarely,Yes,25,3,1,4,5,2,2,2,2,0,2,7,4
1109,42,Male,Married,No,Travel_Rarely,No,2,2,4,0,23,22,6,13,7,3,2,4,4
1111,28,Male,Divorced,Yes,Travel_Frequently,No,1,3,1,1,1,1,0,0,0,2,2,3,4
1113,50,Male,Single,Yes,Travel_Frequently,Yes,1,4,2,3,5,0,0,0,0,4,3,8,5
1114,33,Female,Married,No,Travel_Frequently,No,7,3,2,0,4,3,2,0,2,3,3,8,2
1115,34,Male,Married,No,Non-Travel,No,3,4,1,3,6,0,0,0,0,2,2,7,2
1116,48,Male,Single,No,Non-Travel,No,1,4,4,2,27,5,4,2,1,3,2,4,4
1117,45,Female,Married,No,Non-Travel,No,9,4,2,1,15,15,10,4,12,2,3,8,2
1118,52,Male,Single,No,Travel_Rarely,No,7,4,3,7,18,8,6,4,0,4,2,1,2
1119,38,Male,Divorced,No,Travel_Rarely,Yes,10,4,3,0,9,8,7,2,7,2,3,8,3
1120,29,Female,Divorced,No,Travel_Rarely,No,28,4,1,4,11,7,5,1,7,1,2,7,2
1121,28,Female,Divorced,No,Travel_Rarely,No,3,3,3,0,10,9,7,1,7,3,2,5,4
1124,46,Male,Married,No,Travel_Rarely,No,3,1,4,3,23,12,9,4,9,3,3,4,3
1125,38,Male,Single,No,Travel_Rarely,No,2,2,3,7,10,1,0,0,0,2,3,8,3
1126,43,Female,Married,No,Travel_Frequently,No,27,3,3,8,18,8,7,0,1,1,2,5,2
1127,39,Male,Divorced,Yes,Travel_Frequently,No,2,3,4,7,21,18,7,11,5,4,2,1,2
1128,40,Male,Single,No,Travel_Rarely,No,14,3,5,1,21,20,7,4,9,2,2,6,4
1131,21,Female,Single,No,Travel_Rarely,Yes,1,1,1,1,2,2,2,2,2,6,2,7,6
1132,39,Male,Single,No,Non-Travel,No,9,3,2,9,9,5,4,0,3,2,2,3,2
1133,36,Male,Single,No,Non-Travel,No,18,4,2,2,18,11,9,0,9,0,2,5,2
1135,31,Male,Married,No,Travel_Frequently,No,20,3,1,0,3,2,2,2,2,4,3,9,2
1136,28,Male,Married,No,Travel_Rarely,No,2,1,1,0,6,5,3,0,4,2,2,7,2
1137,35,Male,Divorced,No,Travel_Frequently,No,11,2,2,1,5,5,2,0,2,3,3,8,3
1138,49,Male,Married,No,Travel_Rarely,No,8,4,4,6,22,9,8,2,3,3,3,8,6
1140,34,Male,Single,No,Travel_Frequently,No,2,2,2,2,5,3,2,0,2,3,2,5,2
1143,29,Female,Divorced,No,Travel_Frequently,No,10,3,1,0,8,7,5,1,1,2,2,7,2
